Location,LocCode,ImageNumber,ImageQuality,Species,NumIndividuals,Date,Time,datetime,Notes,Counter
BonitaCanyonBridge,BC,IMG_0019-BC-2020-05-01-human,1.0,human,2,5/1/2020,18:51:00,2020-05-01 18:51:00,Tee ger who do graffiti,3057
BonitaCanyonBridge,BC,IMG_0025-BC-2020-05-01-human,2.0,human,2,5/1/2020,18:58:00,2020-05-01 18:58:00,Tee ger who do graffiti,3058
ChineseChurchCulvert,CC,IMG_0217-CC-2019-10-29-bird,2.0,bird,1,10/29/2019,13:37:00,2019-10-29 13:37:00, ,3059
ChineseChurchCulvert,CC,IMG_0219-CC-2019-10-29-bird,1.0,bird,1,10/29/2019,13:37:00,2019-10-29 13:37:00, ,3060
ChineseChurchCulvert,CC,IMG_0274-CC-2019-10-30-insect,3.0,insect,1,10/30/2019,13:38:00,2019-10-30 13:38:00, ,3061
ChineseChurchCulvert,CC,IMG_0403-CC-2019-11-10-unknown,3.0,unknown,1,11/10/2019,4:03:00,2019-11-10 04:03:00, ,3062
ChineseChurchCulvert,CC,IMG_0404-CC-2019-11-10-unknown,3.0,unknown,1,11/10/2019,4:03:00,2019-11-10 04:03:00, ,3063
ChineseChurchCulvert,CC,IMG_0405-CC-2019-11-10-unknown,3.0,unknown,1,11/10/2019,4:03:00,2019-11-10 04:03:00, ,3064
ChineseChurchCulvert,CC,IMG_0406-CC-2019-11-10-unknown,3.0,unknown,1,11/10/2019,22:54:00,2019-11-10 22:54:00, ,3065
ChineseChurchCulvert,CC,IMG_0409-CC-2019-11-13-bird,1.0,bird,1,11/13/2019,10:01:00,2019-11-13 10:01:00, ,3066
ChineseChurchCulvert,CC,IMG_0445-CC-2019-11-24-unknown,3.0,unknown,1,11/24/2019,23:08:00,2019-11-24 23:08:00, ,3067
ChineseChurchCulvert,CC,IMG_0446-CC-2019-11-24-unknown,3.0,unknown,1,11/24/2019,23:08:00,2019-11-24 23:08:00, ,3068
ConcordiaCulvert,CH,IMG_0111-CH-2020-01-10-raccoon,3.0,raccoon,1,1/10/2020,0:21:00,2020-01-10 00:21:00,eye glare,3069
ConcordiaCulvert,CH,IMG_0110-CH-2020-01-10-raccoon,3.0,raccoon,1,1/10/2020,0:21:00,2020-01-10 00:21:00,eye glare,3070
ConcordiaCulvert,CH,IMG_0109-CH-2020-01-10-raccoon,3.0,raccoon,1,1/10/2020,0:21:00,2020-01-10 00:21:00,eye glare,3071
ConcordiaCulvert,CH,IMG_0108-CH-2020-01-08-raccoon,3.0,raccoon,1,1/8/2020,22:07:00,2020-01-08 22:07:00,partial body,3072
ConcordiaCulvert,CH,IMG_0107-CH-2020-01-08-raccoon,3.0,raccoon,1,1/8/2020,22:07:00,2020-01-08 22:07:00,blurry,3073
ConcordiaCulvert,CH,IMG_0106-CH-2020-01-08-raccoon,3.0,raccoon,1,1/8/2020,22:07:00,2020-01-08 22:07:00,blurry,3074
ConcordiaCulvert,CH,IMG_0105-CH-2020-01-08-bird,1.0,bird,1,1/8/2020,7:49:00,2020-01-08 07:49:00,heron,3075
ConcordiaCulvert,CH,IMG_0104-CH-2020-01-08-bird,1.0,bird,1,1/8/2020,7:49:00,2020-01-08 07:49:00,heron,3076
ConcordiaCulvert,CH,IMG_0103-CH-2020-01-08-bird,1.0,bird,1,1/8/2020,7:49:00,2020-01-08 07:49:00,heron,3077
ConcordiaCulvert,CH,IMG_0102-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,21:10:00,2020-01-05 21:10:00,blurry,3078
ConcordiaCulvert,CH,IMG_0101-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,21:10:00,2020-01-05 21:10:00,blurry,3079
ConcordiaCulvert,CH,IMG_0100-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,21:10:00,2020-01-05 21:10:00,blurry,3080
ConcordiaCulvert,CH,IMG_0097-CH-2020-01-05-squirrel,3.0,squirrel,1,1/5/2020,11:53:00,2020-01-05 11:53:00, ,3081
ConcordiaCulvert,CH,IMG_0096-CH-2020-01-05-raccoon,2.0,raccoon,1,1/5/2020,5:26:00,2020-01-05 05:26:00, ,3082
ConcordiaCulvert,CH,IMG_0095-CH-2020-01-05-raccoon,2.0,raccoon,1,1/5/2020,5:26:00,2020-01-05 05:26:00,blurry,3083
ConcordiaCulvert,CH,IMG_0094-CH-2020-01-05-raccoon,1.0,raccoon,1,1/5/2020,5:25:00,2020-01-05 05:25:00,blurry,3084
ConcordiaCulvert,CH,IMG_0093-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,5:24:00,2020-01-05 05:24:00,eye shine of second in corner,3085
ConcordiaCulvert,CH,IMG_0092-CH-2020-01-05-raccoon,2.0,raccoon,1,1/5/2020,5:24:00,2020-01-05 05:24:00, ,3086
ConcordiaCulvert,CH,IMG_0091-CH-2020-01-05-raccoon,3.0,raccoon,1,1/5/2020,5:24:00,2020-01-05 05:24:00,blurry,3087
ConcordiaCulvert,CH,IMG_0088-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:28:00,2020-01-05 04:28:00,foggy,3088
ConcordiaCulvert,CH,IMG_0086-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:24:00,2020-01-05 04:24:00,foggy,3089
ConcordiaCulvert,CH,IMG_0085-CH-2020-01-05-raccoon,2.0,raccoon,1,1/5/2020,4:24:00,2020-01-05 04:24:00,foggy,3090
ConcordiaCulvert,CH,IMG_0082-CH-2020-01-05-raccoon,3.0,raccoon,1,1/5/2020,4:23:00,2020-01-05 04:23:00,foggy,3091
ConcordiaCulvert,CH,IMG_0081-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,4:19:00,2020-01-05 04:19:00,"foggy, two staring right at the camera",3092
ConcordiaCulvert,CH,IMG_0080-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,4:19:00,2020-01-05 04:19:00,"foggy, two staring right at the camera",3093
ConcordiaCulvert,CH,IMG_0079-CH-2020-01-05-raccoon,2.0,raccoon,2,1/5/2020,4:19:00,2020-01-05 04:19:00,"foggy, two staring right at the camera",3094
ConcordiaCulvert,CH,IMG_0078-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:16:00,2020-01-05 04:16:00,foggy,3095
ConcordiaCulvert,CH,IMG_0077-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:16:00,2020-01-05 04:16:00,foggy,3096
ConcordiaCulvert,CH,IMG_0076-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:16:00,2020-01-05 04:16:00,"foggy, eye shine",3097
ConcordiaCulvert,CH,IMG_0075-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:14:00,2020-01-05 04:14:00,"foggy, eye shine",3098
ConcordiaCulvert,CH,IMG_0074-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:14:00,2020-01-05 04:14:00,"foggy, eye shine",3099
ConcordiaCulvert,CH,IMG_0073-CH-2020-01-05-unknown,3.0,unknown,1,1/5/2020,4:14:00,2020-01-05 04:14:00,"foggy, eye shine",3100
ConcordiaCulvert,CH,IMG_0071-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,23:44:00,2020-01-04 23:44:00, ,3101
ConcordiaCulvert,CH,IMG_0070-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,23:44:00,2020-01-04 23:44:00,blurry,3102
ConcordiaCulvert,CH,IMG_0068-CH-2020-01-04-unknown,3.0,unknown,1,1/4/2020,23:15:00,2020-01-04 23:15:00,"blurry, partial body",3103
ConcordiaCulvert,CH,IMG_0067-CH-2020-01-04-raccoon,1.0,raccoon,1,1/4/2020,23:15:00,2020-01-04 23:15:00, ,3104
ConcordiaCulvert,CH,IMG_0066-CH-2020-01-04-unknown,3.0,unknown,1,1/4/2020,23:14:00,2020-01-04 23:14:00,eye shine,3105
ConcordiaCulvert,CH,IMG_0065-CH-2020-01-04-raccoon,2.0,raccoon,2,1/4/2020,23:14:00,2020-01-04 23:14:00,blurry,3106
ConcordiaCulvert,CH,IMG_0064-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,23:14:00,2020-01-04 23:14:00,blurry,3107
ConcordiaCulvert,CH,IMG_0063-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,19:46:00,2020-01-04 19:46:00,blurry,3108
ConcordiaCulvert,CH,IMG_0062-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,19:46:00,2020-01-04 19:46:00,blurry,3109
ConcordiaCulvert,CH,IMG_0061-CH-2020-01-04-raccoon,2.0,raccoon,1,1/4/2020,19:46:00,2020-01-04 19:46:00,blurry,3110
ConcordiaCulvert,CH,IMG_0057-CH-2019-12-31-raccoon,3.0,raccoon,2,12/31/2019,3:50:00,2019-12-31 03:50:00,blurry,3111
ConcordiaCulvert,CH,IMG_0056-CH-2019-12-31-raccoon,3.0,raccoon,2,12/31/2019,3:50:00,2019-12-31 03:50:00,blurry,3112
ConcordiaCulvert,CH,IMG_0055-CH-2019-12-31-raccoon,3.0,raccoon,2,12/31/2019,3:50:00,2019-12-31 03:50:00,blurry,3113
ConcordiaCulvert,CH,IMG_0053-CH-2019-12-31-raccoon,3.0,raccoon,1,12/31/2019,3:49:00,2019-12-31 03:49:00,partial body,3114
ConcordiaCulvert,CH,IMG_0052-CH-2019-12-31-raccoon,3.0,raccoon,1,12/31/2019,3:49:00,2019-12-31 03:49:00,blurry,3115
ConcordiaCulvert,CH,IMG_0051-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,3:48:00,2019-12-31 03:48:00, ,3116
ConcordiaCulvert,CH,IMG_0050-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,3:48:00,2019-12-31 03:48:00, ,3117
ConcordiaCulvert,CH,IMG_0049-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:48:00,2019-12-31 03:48:00,blurry,3118
ConcordiaCulvert,CH,IMG_0048-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:43:00,2019-12-31 03:43:00,blurry,3119
ConcordiaCulvert,CH,IMG_0047-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:43:00,2019-12-31 03:43:00, ,3120
ConcordiaCulvert,CH,IMG_0045-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:39:00,2019-12-31 03:39:00, ,3121
ConcordiaCulvert,CH,IMG_0044-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:38:00,2019-12-31 03:38:00, ,3122
ConcordiaCulvert,CH,IMG_0043-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:38:00,2019-12-31 03:38:00, ,3123
ConcordiaCulvert,CH,IMG_0042-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:37:00,2019-12-31 03:37:00, ,3124
ConcordiaCulvert,CH,IMG_0041-CH-2019-12-31-raccoon,2.0,raccoon,2,12/31/2019,3:37:00,2019-12-31 03:37:00, ,3125
ConcordiaCulvert,CH,IMG_0040-CH-2019-12-31-raccoon,1.0,raccoon,2,12/31/2019,3:37:00,2019-12-31 03:37:00, ,3126
ConcordiaCulvert,CH,IMG_0039-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:34:00,2019-12-31 03:34:00, ,3127
ConcordiaCulvert,CH,IMG_0038-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:34:00,2019-12-31 03:34:00, ,3128
ConcordiaCulvert,CH,IMG_0037-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:34:00,2019-12-31 03:34:00, ,3129
ConcordiaCulvert,CH,IMG_0036-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:33:00,2019-12-31 03:33:00, ,3130
ConcordiaCulvert,CH,IMG_0035-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:33:00,2019-12-31 03:33:00, ,3131
ConcordiaCulvert,CH,IMG_0034-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,3:33:00,2019-12-31 03:33:00, ,3132
ConcordiaCulvert,CH,IMG_0033-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,2:48:00,2019-12-31 02:48:00, ,3133
ConcordiaCulvert,CH,IMG_0032-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,2:48:00,2019-12-31 02:48:00, ,3134
ConcordiaCulvert,CH,IMG_0031-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,2:48:00,2019-12-31 02:48:00, ,3135
ConcordiaCulvert,CH,IMG_0030-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,2:47:00,2019-12-31 02:47:00, ,3136
ConcordiaCulvert,CH,IMG_0029-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,2:47:00,2019-12-31 02:47:00, ,3137
ConcordiaCulvert,CH,IMG_0028-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,2:47:00,2019-12-31 02:47:00, ,3138
ConcordiaCulvert,CH,IMG_0027-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,1:36:00,2019-12-31 01:36:00, ,3139
ConcordiaCulvert,CH,IMG_0026-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,1:36:00,2019-12-31 01:36:00, ,3140
ConcordiaCulvert,CH,IMG_0025-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,1:36:00,2019-12-31 01:36:00, ,3141
ConcordiaCulvert,CH,IMG_0024-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,0:11:00,2019-12-31 00:11:00, ,3142
ConcordiaCulvert,CH,IMG_0023-CH-2019-12-31-raccoon,1.0,raccoon,1,12/31/2019,0:11:00,2019-12-31 00:11:00, ,3143
ConcordiaCulvert,CH,IMG_0022-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,0:11:00,2019-12-31 00:11:00, ,3144
ConcordiaCulvert,CH,IMG_0021-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,0:09:00,2019-12-31 00:09:00, ,3145
ConcordiaCulvert,CH,IMG_0020-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,0:09:00,2019-12-31 00:09:00, ,3146
ConcordiaCulvert,CH,IMG_0019-CH-2019-12-31-raccoon,2.0,raccoon,1,12/31/2019,0:09:00,2019-12-31 00:09:00, ,3147
ConcordiaCulvert,CH,IMG_0018-CH-2019-12-25-raccoon,2.0,raccoon,1,12/25/2019,4:56:00,2019-12-25 04:56:00,Culvert very flooded,3148
ConcordiaCulvert,CH,IMG_0017-CH-2019-12-25-raccoon,2.0,raccoon,1,12/25/2019,4:56:00,2019-12-25 04:56:00, ,3149
ConcordiaCulvert,CH,IMG_0016-CH-2019-12-25-raccoon,2.0,raccoon,1,12/25/2019,4:56:00,2019-12-25 04:56:00, ,3150
ConcordiaCulvert,CH,IMG_0015-CH-2019-12-25-raccoon,2.0,raccoon,2,12/25/2019,4:42:00,2019-12-25 04:42:00, ,3151
ConcordiaCulvert,CH,IMG_0014-CH-2019-12-25-raccoon,2.0,raccoon,1,12/25/2019,4:42:00,2019-12-25 04:42:00, ,3152
ConcordiaCulvert,CH,IMG_0013-CH-2019-12-25-raccoon,3.0,raccoon,1,12/25/2019,4:42:00,2019-12-25 04:42:00, ,3153
ConcordiaCulvert,CH,IMG_0012-CH-2019-12-18-raccoon,2.0,raccoon,2,12/18/2019,6:04:00,2019-12-18 06:04:00, ,3154
ConcordiaCulvert,CH,IMG_0011-CH-2019-12-18-raccoon,2.0,raccoon,2,12/18/2019,6:04:00,2019-12-18 06:04:00, ,3155
ConcordiaCulvert,CH,IMG_0010-CH-2019-12-18-raccoon,2.0,raccoon,2,12/18/2019,6:04:00,2019-12-18 06:04:00, ,3156
ConcordiaCulvert,CH,IMG_0009-CH-2019-12-18-unknown,3.0,unknown,1,12/18/2019,3:42:00,2019-12-18 03:42:00,Spider?or some sort of trash,3157
ConcordiaCulvert,CH,IMG_0008-CH-2019-12-18-unknown,3.0,unknown,1,12/18/2019,3:42:00,2019-12-18 03:42:00, ,3158
ConcordiaCulvert,CH,IMG_0004-CH-2020-01-11-raccoon,3.0,raccoon,1,1/11/2020,1:10:00,2020-01-11 01:10:00,half body pic,3159
ConcordiaCulvert,CH,IMG_0005-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:10:00,2020-01-11 01:10:00, ,3160
ConcordiaCulvert,CH,IMG_0006-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:10:00,2020-01-11 01:10:00, ,3161
ConcordiaCulvert,CH,IMG_0007-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:10:00,2020-01-11 01:10:00, ,3162
ConcordiaCulvert,CH,IMG_0008-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:11:00,2020-01-11 01:11:00, ,3163
ConcordiaCulvert,CH,IMG_0009-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:11:00,2020-01-11 01:11:00, ,3164
ConcordiaCulvert,CH,IMG_0010-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:14:00,2020-01-11 01:14:00, ,3165
ConcordiaCulvert,CH,IMG_0011-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:14:00,2020-01-11 01:14:00, ,3166
ConcordiaCulvert,CH,IMG_0012-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:14:00,2020-01-11 01:14:00, ,3167
ConcordiaCulvert,CH,IMG_0013-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:16:00,2020-01-11 01:16:00, ,3168
ConcordiaCulvert,CH,IMG_0014-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:16:00,2020-01-11 01:16:00, ,3169
ConcordiaCulvert,CH,IMG_0015-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:16:00,2020-01-11 01:16:00, ,3170
ConcordiaCulvert,CH,IMG_0016-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:16:00,2020-01-11 01:16:00, ,3171
ConcordiaCulvert,CH,IMG_0017-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:20:00,2020-01-11 01:20:00, ,3172
ConcordiaCulvert,CH,IMG_0018-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:20:00,2020-01-11 01:20:00, ,3173
ConcordiaCulvert,CH,IMG_0019-CH-2020-01-11-raccoon,2.0,raccoon,1,1/11/2020,1:21:00,2020-01-11 01:21:00, ,3174
ConcordiaCulvert,CH,IMG_0020-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:23:00,2020-01-11 01:23:00, ,3175
ConcordiaCulvert,CH,IMG_0021-CH-2020-01-11-raccoon,1.0,raccoon,,1/11/2020,1:23:00,2020-01-11 01:23:00,duplicate spreadsheet entries of a single species,3176
ConcordiaCulvert,CH,IMG_0022-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,1:23:00,2020-01-11 01:23:00, ,3177
ConcordiaCulvert,CH,IMG_0023-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,2:03:00,2020-01-11 02:03:00, ,3178
ConcordiaCulvert,CH,IMG_0024-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,2:03:00,2020-01-11 02:03:00, ,3179
ConcordiaCulvert,CH,IMG_0025-CH-2020-01-11-raccoon,2.0,raccoon,1,1/11/2020,2:04:00,2020-01-11 02:04:00, ,3180
ConcordiaCulvert,CH,IMG_0026-CH-2020-01-11-raccoon,2.0,raccoon,1,1/11/2020,2:04:00,2020-01-11 02:04:00, ,3181
ConcordiaCulvert,CH,IMG_0027-CH-2020-01-11-raccoon,3.0,raccoon,1,1/11/2020,2:04:00,2020-01-11 02:04:00, ,3182
ConcordiaCulvert,CH,IMG_0028-CH-2020-01-11-raccoon,2.0,raccoon,1,1/11/2020,3:55:00,2020-01-11 03:55:00,Just eyes; but it is still the racoon,3183
ConcordiaCulvert,CH,IMG_0029-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,3:55:00,2020-01-11 03:55:00, ,3184
ConcordiaCulvert,CH,IMG_0030-CH-2020-01-11-raccoon,1.0,raccoon,1,1/11/2020,3:55:00,2020-01-11 03:55:00, ,3185
ConcordiaCulvert,CH,IMG_0031-CH-2020-01-11-raccoon,3.0,raccoon,1,1/11/2020,3:56:00,2020-01-11 03:56:00, ,3186
ConcordiaCulvert,CH,IMG_0034-CH-2020-01-11-bird,1.0,bird,1,1/11/2020,16:55:00,2020-01-11 16:55:00,(snowy egret),3187
ConcordiaCulvert,CH,IMG_0035-CH-2020-01-11-bird,1.0,bird,1,1/11/2020,16:55:00,2020-01-11 16:55:00,(snowy egret),3188
ConcordiaCulvert,CH,IMG_0036-CH-2020-01-11-bird,1.0,bird,1,1/11/2020,16:55:00,2020-01-11 16:55:00,(snowy egret),3189
ConcordiaCulvert,CH,IMG_0037-CH-2020-01-11-raccoon,3.0,raccoon,1,1/11/2020,16:55:00,2020-01-11 16:55:00, ,3190
ConcordiaCulvert,CH,IMG_0038-CH-2020-01-12-raccoon,3.0,raccoon,1,1/12/2020,20:19:00,2020-01-12 20:19:00, ,3191
ConcordiaCulvert,CH,IMG_0039-CH-2020-01-12-raccoon,2.0,raccoon,1,1/12/2020,20:19:00,2020-01-12 20:19:00, ,3192
ConcordiaCulvert,CH,IMG_0040-CH-2020-01-12-raccoon,1.0,raccoon,1,1/12/2020,20:19:00,2020-01-12 20:19:00, ,3193
ConcordiaCulvert,CH,IMG_0041-CH-2020-01-12-raccoon,1.0,raccoon,1,1/12/2020,20:20:00,2020-01-12 20:20:00, ,3194
ConcordiaCulvert,CH,IMG_0042-CH-2020-01-12-raccoon,1.0,raccoon,1,1/12/2020,20:20:00,2020-01-12 20:20:00, ,3195
ConcordiaCulvert,CH,IMG_0043-CH-2020-01-12-raccoon,3.0,raccoon,1,1/12/2020,20:20:00,2020-01-12 20:20:00, ,3196
ConcordiaCulvert,CH,IMG_0044-CH-2020-01-12-raccoon,2.0,raccoon,1,1/12/2020,21:07:00,2020-01-12 21:07:00, ,3197
ConcordiaCulvert,CH,IMG_0045-CH-2020-01-12-raccoon,1.0,raccoon,1,1/12/2020,21:08:00,2020-01-12 21:08:00, ,3198
ConcordiaCulvert,CH,IMG_0046-CH-2020-01-14-raccoon,2.0,raccoon,1,1/14/2020,3:02:00,2020-01-14 03:02:00, ,3199
ConcordiaCulvert,CH,IMG_0047-CH-2020-01-14-raccoon,2.0,raccoon,1,1/14/2020,3:02:00,2020-01-14 03:02:00, ,3200
ConcordiaCulvert,CH,IMG_0048-CH-2020-01-14-raccoon,2.0,raccoon,1,1/14/2020,3:02:00,2020-01-14 03:02:00, ,3201
ConcordiaCulvert,CH,IMG_0049-CH-2020-01-14-raccoon,2.0,raccoon,1,1/14/2020,3:04:00,2020-01-14 03:04:00, ,3202
ConcordiaCulvert,CH,IMG_0050-CH-2020-01-14-raccoon,1.0,raccoon,1,1/14/2020,3:04:00,2020-01-14 03:04:00, ,3203
ConcordiaCulvert,CH,IMG_0051-CH-2020-01-14-raccoon,1.0,raccoon,1,1/14/2020,3:04:00,2020-01-14 03:04:00, ,3204
ConcordiaCulvert,CH,IMG_0052-CH-2020-01-16-bird,1.0,bird,1,1/16/2020,15:34:00,2020-01-16 15:34:00,(snowy egret),3205
ConcordiaCulvert,CH,IMG_0053-CH-2020-01-16-bird,1.0,bird,1,1/16/2020,15:34:00,2020-01-16 15:34:00,(snowy egret),3206
ConcordiaCulvert,CH,IMG_0058-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,2:11:00,2020-01-18 02:11:00, ,3207
ConcordiaCulvert,CH,IMG_0059-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:11:00,2020-01-18 02:11:00, ,3208
ConcordiaCulvert,CH,IMG_0060-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:11:00,2020-01-18 02:11:00, ,3209
ConcordiaCulvert,CH,IMG_0061-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,2:12:00,2020-01-18 02:12:00, ,3210
ConcordiaCulvert,CH,IMG_0062-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:12:00,2020-01-18 02:12:00, ,3211
ConcordiaCulvert,CH,IMG_0063-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:12:00,2020-01-18 02:12:00, ,3212
ConcordiaCulvert,CH,IMG_0064-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:15:00,2020-01-18 02:15:00, ,3213
ConcordiaCulvert,CH,IMG_0065-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:15:00,2020-01-18 02:15:00, ,3214
ConcordiaCulvert,CH,IMG_0066-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,2:15:00,2020-01-18 02:15:00, ,3215
ConcordiaCulvert,CH,IMG_0067-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,5:52:00,2020-01-18 05:52:00, ,3216
ConcordiaCulvert,CH,IMG_0068-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,5:52:00,2020-01-18 05:52:00, ,3217
ConcordiaCulvert,CH,IMG_0069-CH-2020-01-18-raccoon,3.0,raccoon,1,1/18/2020,5:52:00,2020-01-18 05:52:00, ,3218
ConcordiaCulvert,CH,IMG_0070-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,5:53:00,2020-01-18 05:53:00, ,3219
ConcordiaCulvert,CH,IMG_0071-CH-2020-01-18-raccoon,3.0,raccoon,1,1/18/2020,5:53:00,2020-01-18 05:53:00, ,3220
ConcordiaCulvert,CH,IMG_0072-CH-2020-01-18-raccoon,1.0,raccoon,1,1/18/2020,5:53:00,2020-01-18 05:53:00, ,3221
ConcordiaCulvert,CH,IMG_0073-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,5:56:00,2020-01-18 05:56:00, ,3222
ConcordiaCulvert,CH,IMG_0074-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,5:56:00,2020-01-18 05:56:00, ,3223
ConcordiaCulvert,CH,IMG_0075-CH-2020-01-18-raccoon,2.0,raccoon,1,1/18/2020,5:56:00,2020-01-18 05:56:00, ,3224
ConcordiaCulvert,CH,IMG_0076-CH-2020-01-19-unknown,3.0,unknown,1,1/19/2020,1:21:00,2020-01-19 01:21:00,Looks like small reptile or mammal,3225
ConcordiaCulvert,CH,IMG_0077-CH-2020-01-19-unknown,3.0,unknown,1,1/19/2020,1:21:00,2020-01-19 01:21:00,Only eyes,3226
ConcordiaCulvert,CH,IMG_0078-CH-2020-01-19-unknown,3.0,unknown,1,1/19/2020,1:21:00,2020-01-19 01:21:00,Only eyes,3227
ConcordiaCulvert,CH,IMG_0079-CH-2020-01-20-raccoon,1.0,raccoon,1,1/20/2020,2:49:00,2020-01-20 02:49:00, ,3228
ConcordiaCulvert,CH,IMG_0080-CH-2020-01-20-raccoon,1.0,raccoon,1,1/20/2020,2:49:00,2020-01-20 02:49:00, ,3229
ConcordiaCulvert,CH,IMG_0081-CH-2020-01-20-raccoon,2.0,raccoon,2,1/20/2020,2:49:00,2020-01-20 02:49:00, ,3230
ConcordiaCulvert,CH,IMG_0082-CH-2020-01-20-raccoon,1.0,raccoon,1,1/20/2020,2:50:00,2020-01-20 02:50:00, ,3231
ConcordiaCulvert,CH,IMG_0083-CH-2020-01-20-raccoon,1.0,raccoon,1,1/20/2020,2:50:00,2020-01-20 02:50:00, ,3232
